xml_path,image_path,gt_text,pred_text,gt_bbox,pred_bbox,iou,det_conf,text_conf,bbox_match,text_exact,e2e_exact,cer
data_prepared/indian_lp\video11_2600.xml,data_prepared/indian_lp\video11_2600.jpg,MH47Y1124,MH47Y1124,"[198, 137, 438, 206]","[170, 118, 465, 222]",0.539765,0.869806,0.963517,1,1,1,0.0
data_prepared/indian_lp\video11_2610.xml,data_prepared/indian_lp\video11_2610.jpg,MH47Y1124,MH47Y1124,"[216, 195, 466, 269]","[186, 179, 496, 286]",0.557733,0.852881,0.963626,1,1,1,0.0
data_prepared/indian_lp\video11_2620.xml,data_prepared/indian_lp\video11_2620.jpg,MH47Y1124,MH47Y1124,"[227, 311, 495, 389]","[200, 288, 521, 409]",0.538194,0.85847,0.962558,1,1,1,0.0
data_prepared/indian_lp\video11_2630.xml,data_prepared/indian_lp\video11_2630.jpg,MH47Y1124,MH47Y1124,"[245, 398, 541, 488]","[208, 368, 572, 510]",0.5154,0.855253,0.965614,1,1,1,0.0
data_prepared/indian_lp\video11_2640.xml,data_prepared/indian_lp\video11_2640.jpg,MH03BS4060,MH03BS4060,"[139, 205, 297, 248]","[123, 199, 309, 252]",0.689186,0.845823,0.960193,1,1,1,0.0
data_prepared/indian_lp\video11_2650.xml,data_prepared/indian_lp\video11_2650.jpg,MH03BS4060,MH03BS4060,"[129, 190, 297, 238]","[112, 185, 306, 242]",0.729246,0.850342,0.956074,1,1,1,0.0
data_prepared/indian_lp\video11_2660.xml,data_prepared/indian_lp\video11_2660.jpg,MH03BS4060,MH03BS4060,"[174, 172, 353, 222]","[153, 160, 373, 234]",0.549754,0.849651,0.964081,1,1,1,0.0
data_prepared/indian_lp\video11_2670.xml,data_prepared/indian_lp\video11_2670.jpg,MH03BS4060,MH03BS4060,"[185, 112, 378, 164]","[161, 101, 400, 175]",0.567454,0.861557,0.961063,1,1,1,0.0
data_prepared/indian_lp\video11_2680.xml,data_prepared/indian_lp\video11_2680.jpg,MH03BS4060,MH03BS4060,"[158, 178, 371, 239]","[136, 169, 393, 249]",0.631955,0.848529,0.963026,1,1,1,0.0
data_prepared/indian_lp\video11_2690.xml,data_prepared/indian_lp\video11_2690.jpg,MH03BS4060,MH03BS4060,"[202, 259, 435, 327]","[175, 245, 458, 342]",0.577174,0.848573,0.955467,1,1,1,0.0
data_prepared/indian_lp\video11_2700.xml,data_prepared/indian_lp\video11_2700.jpg,MH03BS4060,MH03BS4060,"[191, 249, 449, 331]","[162, 235, 477, 354]",0.564386,0.844747,0.965484,1,1,1,0.0
data_prepared/indian_lp\video11_2710.xml,data_prepared/indian_lp\video11_2710.jpg,MH03BS4060,MH03BS4060,"[226, 302, 514, 395]","[190, 279, 548, 426]",0.50895,0.84735,0.967253,1,1,1,0.0
data_prepared/indian_lp\video11_2720.xml,data_prepared/indian_lp\video11_2720.jpg,MH03BS4060,MH03BS4060,"[173, 316, 498, 423]","[134, 293, 537, 453]",0.539315,0.841433,0.968244,1,1,1,0.0
data_prepared/indian_lp\video11_2730.xml,data_prepared/indian_lp\video11_2730.jpg,MH03BS4060,MH03BS4060,"[174, 298, 541, 412]","[132, 274, 579, 442]",0.557127,0.853315,0.962792,1,1,1,0.0
data_prepared/indian_lp\video11_2740.xml,data_prepared/indian_lp\video11_2740.jpg,MH03BS4060,MH03BS4060,"[169, 216, 574, 346]","[123, 193, 619, 373]",0.589718,0.841294,0.960387,1,1,1,0.0
data_prepared/indian_lp\video11_2750.xml,data_prepared/indian_lp\video11_2750.jpg,MH03BS4060,MH03BS4060,"[255, 256, 691, 406]","[202, 233, 740, 435]",0.601789,0.837331,0.963071,1,1,1,0.0
data_prepared/indian_lp\video11_2760.xml,data_prepared/indian_lp\video11_2760.jpg,MH03BS4060,MH03BS4060,"[226, 213, 693, 387]","[178, 191, 740, 421]",0.62864,0.849804,0.962282,1,1,1,0.0
data_prepared/indian_lp\video11_2770.xml,data_prepared/indian_lp\video11_2770.jpg,MH03BS4060,MH03BS4060,"[438, 360, 926, 540]","[387, 336, 983, 571]",0.62716,0.864588,0.960289,1,1,1,0.0
data_prepared/indian_lp\video11_2780.xml,data_prepared/indian_lp\video11_2780.jpg,MH03BS4060,MH03BS4060,"[675, 456, 1186, 641]","[626, 430, 1240, 665]",0.655174,0.862812,0.961996,1,1,1,0.0
data_prepared/indian_lp\video11_2790.xml,data_prepared/indian_lp\video11_2790.jpg,MH03BS4060,MH03BS4060,"[331, 204, 853, 398]","[280, 174, 908, 427]",0.637371,0.880621,0.963833,1,1,1,0.0
data_prepared/indian_lp\video11_2800.xml,data_prepared/indian_lp\video11_2800.jpg,MH02WA8344,MH02WA8344,"[240, 189, 358, 242]","[233, 180, 366, 248]",0.691508,0.809038,0.966256,1,1,1,0.0
data_prepared/indian_lp\video11_2810.xml,data_prepared/indian_lp\video11_2810.jpg,MH04HM4154,MH04HM4154,"[132, 209, 225, 237]","[126, 201, 234, 245]",0.54798,0.815507,0.90066,1,1,1,0.0
data_prepared/indian_lp\video11_2820.xml,data_prepared/indian_lp\video11_2820.jpg,MH04HM4154,MH04HM4154,"[125, 192, 227, 228]","[118, 185, 238, 233]",0.6375,0.799959,0.96382,1,1,1,0.0
data_prepared/indian_lp\video11_2830.xml,data_prepared/indian_lp\video11_2830.jpg,MH04HM4154,MH04HM4154,"[5, 205, 114, 245]","[0, 198, 127, 253]",0.624195,0.817761,0.971904,1,1,1,0.0
data_prepared/indian_lp\video11_3250.xml,data_prepared/indian_lp\video11_3250.jpg,MH02BQ9628,,"[143, 179, 294, 224]",,0.0,0.0,0.0,0,0,0,1.0
data_prepared/indian_lp\video11_3260.xml,data_prepared/indian_lp\video11_3260.jpg,MH02BQ9628,MH02BQ9628,"[178, 217, 335, 266]","[166, 206, 348, 274]",0.621606,0.556808,0.967905,1,1,1,0.0
data_prepared/indian_lp\video11_3280.xml,data_prepared/indian_lp\video11_3280.jpg,MH05DK1018,MH05DK1018,"[136, 271, 247, 303]","[124, 262, 257, 311]",0.545036,0.8473,0.967479,1,1,1,0.0
data_prepared/indian_lp\video11_3290.xml,data_prepared/indian_lp\video11_3290.jpg,MH05DK1018,MH05DK1018,"[147, 232, 271, 270]","[134, 222, 285, 279]",0.547461,0.844296,0.963883,1,1,1,0.0
data_prepared/indian_lp\video11_3300.xml,data_prepared/indian_lp\video11_3300.jpg,MH05DK1018,MH05DK1018,"[140, 199, 281, 241]","[125, 186, 296, 254]",0.509288,0.8319,0.965428,1,1,1,0.0
data_prepared/indian_lp\video11_3310.xml,data_prepared/indian_lp\video11_3310.jpg,MH05DK1018,,"[183, 212, 344, 264]",,0.0,0.0,0.0,0,0,0,1.0
data_prepared/indian_lp\video11_3310.xml,data_prepared/indian_lp\video11_3310.jpg,,MH05DK1018,,"[164, 194, 362, 283]",0.0,0.843001,0.966308,0,0,0,
data_prepared/indian_lp\video11_3320.xml,data_prepared/indian_lp\video11_3320.jpg,MH02BQ9628,MH02BQ9628,"[198, 223, 452, 308]","[174, 205, 475, 324]",0.602753,0.844689,0.959527,1,1,1,0.0
data_prepared/indian_lp\video11_3330.xml,data_prepared/indian_lp\video11_3330.jpg,MH02BQ9628,,"[179, 273, 456, 367]",,0.0,0.0,0.0,0,0,0,1.0
data_prepared/indian_lp\video11_3330.xml,data_prepared/indian_lp\video11_3330.jpg,,MH02BQ9628,,"[149, 242, 488, 400]",0.0,0.816825,0.966424,0,0,0,
data_prepared/indian_lp\video11_3340.xml,data_prepared/indian_lp\video11_3340.jpg,MH02BQ9628,MH02BQ9628,"[190, 340, 493, 444]","[163, 312, 521, 472]",0.55014,0.820835,0.957891,1,1,1,0.0
data_prepared/indian_lp\video11_3350.xml,data_prepared/indian_lp\video11_3350.jpg,MH02BQ9628,MH02BQ9628,"[425, 397, 759, 520]","[395, 368, 788, 549]",0.577538,0.839834,0.965306,1,1,1,0.0
data_prepared/indian_lp\video11_3630.xml,data_prepared/indian_lp\video11_3630.jpg,MH03AT3856,MH03AT3856,"[139, 308, 257, 351]","[129, 298, 268, 365]",0.54483,0.77537,0.966195,1,1,1,0.0
data_prepared/indian_lp\video11_3640.xml,data_prepared/indian_lp\video11_3640.jpg,MH03AT3856,MH03AT3856,"[245, 250, 389, 308]","[231, 236, 401, 324]",0.558289,0.818436,0.947328,1,1,1,0.0
data_prepared/indian_lp\video11_3660.xml,data_prepared/indian_lp\video11_3660.jpg,MH03CB0229,MH03CB0229,"[87, 157, 197, 198]","[78, 151, 205, 206]",0.645669,0.819244,0.925128,1,1,1,0.0
data_prepared/indian_lp\video11_3680.xml,data_prepared/indian_lp\video11_3680.jpg,MH03AR7140,MH03AR7140,"[148, 185, 272, 215]","[136, 178, 281, 223]",0.570115,0.829214,0.967972,1,1,1,0.0
data_prepared/indian_lp\video11_3690.xml,data_prepared/indian_lp\video11_3690.jpg,MH03AR7140,MH03AR7140,"[172, 231, 315, 268]","[156, 219, 327, 278]",0.524433,0.858724,0.959898,1,1,1,0.0
data_prepared/indian_lp\video11_3700.xml,data_prepared/indian_lp\video11_3700.jpg,MH04JM8262,MH04JM8262,"[111, 90, 232, 138]","[99, 79, 245, 147]",0.585012,0.808973,0.897005,1,1,1,0.0
data_prepared/indian_lp\video11_3710.xml,data_prepared/indian_lp\video11_3710.jpg,MH03AR7140,MH03AR7140,"[88, 354, 300, 432]","[65, 332, 323, 456]",0.516879,0.854107,0.958199,1,1,1,0.0
data_prepared/indian_lp\video11_3720.xml,data_prepared/indian_lp\video11_3720.jpg,MH03DK2961,MH03DK2961,"[250, 123, 357, 156]","[235, 116, 370, 163]",0.556501,0.846279,0.968277,1,1,1,0.0
data_prepared/indian_lp\video11_3730.xml,data_prepared/indian_lp\video11_3730.jpg,MH03DK2961,MH03DK2961,"[508, 234, 628, 277]","[489, 223, 644, 286]",0.528418,0.844564,0.968111,1,1,1,0.0
data_prepared/indian_lp\video11_3750.xml,data_prepared/indian_lp\video11_3750.jpg,MH03AF1911,MH03AF1911,"[98, 233, 218, 279]","[83, 224, 231, 287]",0.592021,0.820312,0.956095,1,1,1,0.0
data_prepared/indian_lp\video11_3830.xml,data_prepared/indian_lp\video11_3830.jpg,MH01AM9839,MH01AM3839,"[140, 233, 292, 283]","[127, 224, 306, 292]",0.624384,0.814429,0.936077,1,0,0,0.1
data_prepared/indian_lp\video11_3840.xml,data_prepared/indian_lp\video11_3840.jpg,MH01AM9839,MH01AM9839,"[241, 269, 431, 332]","[226, 255, 451, 348]",0.572043,0.801118,0.946205,1,1,1,0.0
data_prepared/indian_lp\video11_3870.xml,data_prepared/indian_lp\video11_3870.jpg,MH02DZ9898,MH02DZ9898,"[175, 136, 285, 171]","[167, 126, 300, 180]",0.536062,0.819192,0.966643,1,1,1,0.0
data_prepared/indian_lp\video11_3880.xml,data_prepared/indian_lp\video11_3880.jpg,MH02DZ9898,MH02DZ9898,"[255, 194, 379, 246]","[240, 186, 395, 255]",0.602899,0.830712,0.953987,1,1,1,0.0
data_prepared/indian_lp\video11_3910.xml,data_prepared/indian_lp\video11_3910.jpg,MH04JM3383,MH04JM3383,"[462, 147, 648, 198]","[442, 139, 667, 209]",0.602286,0.858928,0.92538,1,1,1,0.0
data_prepared/indian_lp\video11_3920.xml,data_prepared/indian_lp\video11_3920.jpg,MH01DB2561,MH01DB2561,"[205, 94, 330, 126]","[202, 86, 344, 135]",0.574878,0.821287,0.951752,1,1,1,0.0
data_prepared/indian_lp\video11_3930.xml,data_prepared/indian_lp\video11_3930.jpg,MH01DB2561,,"[220, 191, 358, 236]",,0.0,0.0,0.0,0,0,0,1.0
data_prepared/indian_lp\video11_3930.xml,data_prepared/indian_lp\video11_3930.jpg,,MH01DB2561,,"[197, 180, 379, 249]",0.0,0.821878,0.932472,0,0,0,
data_prepared/indian_lp\video11_3940.xml,data_prepared/indian_lp\video11_3940.jpg,MH01BT4302,MH01BT4302,"[314, 436, 630, 554]","[283, 412, 662, 571]",0.618775,0.814687,0.942965,1,1,1,0.0
data_prepared/indian_lp\video11_4010.xml,data_prepared/indian_lp\video11_4010.jpg,MH01BM4824,MH01BM4824,"[271, 280, 377, 315]","[263, 274, 386, 323]",0.615563,0.784232,0.970676,1,1,1,0.0
data_prepared/indian_lp\video11_4020.xml,data_prepared/indian_lp\video11_4020.jpg,MH01BM4824,MH01BM4824,"[151, 276, 275, 320]","[139, 266, 286, 332]",0.562358,0.793722,0.950619,1,1,1,0.0
data_prepared/indian_lp\video11_4030.xml,data_prepared/indian_lp\video11_4030.jpg,MH01BM4824,MH01BT4824,"[122, 265, 272, 325]","[109, 254, 288, 348]",0.534886,0.777979,0.920895,1,0,0,0.1
data_prepared/indian_lp\video11_4060.xml,data_prepared/indian_lp\video11_4060.jpg,MH03DU5196,MH03DU5196,"[184, 278, 281, 307]","[173, 272, 291, 311]",0.611256,0.817482,0.961319,1,1,1,0.0
data_prepared/indian_lp\video11_4070.xml,data_prepared/indian_lp\video11_4070.jpg,MH03DU5196,MH03DU5196,"[236, 289, 363, 326]","[222, 284, 375, 331]",0.653456,0.838794,0.963392,1,1,1,0.0
data_prepared/indian_lp\video11_4080.xml,data_prepared/indian_lp\video11_4080.jpg,MH03DU5196,,"[49, 326, 236, 374]",,0.0,0.0,0.0,0,0,0,1.0
data_prepared/indian_lp\video11_4080.xml,data_prepared/indian_lp\video11_4080.jpg,,MH03DU5196,,"[30, 313, 255, 393]",0.0,0.810782,0.965647,0,0,0,
data_prepared/indian_lp\video11_4090.xml,data_prepared/indian_lp\video11_4090.jpg,MH01DK4867,MH01DK4867,"[69, 299, 168, 323]","[58, 292, 176, 331]",0.516297,0.825292,0.961439,1,1,1,0.0
data_prepared/indian_lp\video11_410.xml,data_prepared/indian_lp\video11_410.jpg,MH02CW8226,MH03AW8888,"[262, 353, 545, 436]","[234, 340, 572, 461]",0.574331,0.857335,0.580147,1,0,0,0.5
data_prepared/indian_lp\video11_4100.xml,data_prepared/indian_lp\video11_4100.jpg,MH01DK4867,MH01DK4867,"[108, 318, 230, 351]","[98, 313, 239, 358]",0.634515,0.833551,0.959349,1,1,1,0.0
data_prepared/indian_lp\video11_420.xml,data_prepared/indian_lp\video11_420.jpg,MH02CW8226,MH02CW8226,"[86, 363, 432, 459]","[44, 345, 473, 495]",0.516177,0.865749,0.961017,1,1,1,0.0
data_prepared/indian_lp\video11_4390.xml,data_prepared/indian_lp\video11_4390.jpg,MH02MA5324,MH02MA5324,"[152, 393, 251, 423]","[146, 389, 258, 428]",0.679945,0.822557,0.965212,1,1,1,0.0
data_prepared/indian_lp\video11_4410.xml,data_prepared/indian_lp\video11_4410.jpg,MH02MA5324,MH02MA5324,"[169, 293, 286, 330]","[164, 286, 297, 335]",0.664263,0.834826,0.956353,1,1,1,0.0
data_prepared/indian_lp\video11_4420.xml,data_prepared/indian_lp\video11_4420.jpg,MH02MA5324,MH02MA5324,"[183, 352, 316, 392]","[182, 345, 328, 399]",0.674784,0.835597,0.962407,1,1,1,0.0
data_prepared/indian_lp\video11_4430.xml,data_prepared/indian_lp\video11_4430.jpg,MH02MA5324,MH02MA5324,"[151, 430, 295, 472]","[141, 422, 309, 479]",0.631579,0.839671,0.962506,1,1,1,0.0
data_prepared/indian_lp\video11_4440.xml,data_prepared/indian_lp\video11_4440.jpg,MH02MA5324,MH02MA5324,"[253, 497, 414, 542]","[238, 488, 429, 555]",0.566148,0.846612,0.962597,1,1,1,0.0
data_prepared/indian_lp\video11_4450.xml,data_prepared/indian_lp\video11_4450.jpg,MH02MA5324,MH02MA5324,"[196, 555, 378, 610]","[178, 542, 397, 621]",0.578579,0.84671,0.964825,1,1,1,0.0
data_prepared/indian_lp\video11_4460.xml,data_prepared/indian_lp\video11_4460.jpg,MH02MA5324,MH02MA5324,"[176, 620, 388, 691]","[156, 603, 409, 703]",0.594941,0.845509,0.963141,1,1,1,0.0
data_prepared/indian_lp\video11_4470.xml,data_prepared/indian_lp\video11_4470.jpg,MH02MA5324,MH02MA5324,"[206, 698, 443, 792]","[181, 674, 473, 811]",0.556894,0.833446,0.959482,1,1,1,0.0
data_prepared/indian_lp\video11_4600.xml,data_prepared/indian_lp\video11_4600.jpg,MH01AM5810,MH01AM5810,"[300, 311, 462, 372]","[284, 303, 480, 380]",0.654784,0.85595,0.975934,1,1,1,0.0
data_prepared/indian_lp\video11_4610.xml,data_prepared/indian_lp\video11_4610.jpg,MH01AM5810,MH01AM5810,"[198, 340, 376, 402]","[181, 332, 393, 411]",0.658944,0.855082,0.974583,1,1,1,0.0
data_prepared/indian_lp\video11_4620.xml,data_prepared/indian_lp\video11_4620.jpg,MH01AM5810,MH01AM5810,"[118, 404, 306, 471]","[99, 394, 326, 480]",0.645221,0.844894,0.968125,1,1,1,0.0
data_prepared/indian_lp\video11_4630.xml,data_prepared/indian_lp\video11_4630.jpg,MH01AX3070,,"[275, 427, 538, 487]",,0.0,0.0,0.0,0,0,0,1.0
data_prepared/indian_lp\video11_4630.xml,data_prepared/indian_lp\video11_4630.jpg,,MH01AX3070,,"[241, 408, 575, 512]",0.0,0.854372,0.958548,0,0,0,
data_prepared/indian_lp\video11_4640.xml,data_prepared/indian_lp\video11_4640.jpg,MH01AX3070,,"[342, 510, 617, 573]",,0.0,0.0,0.0,0,0,0,1.0
data_prepared/indian_lp\video11_4640.xml,data_prepared/indian_lp\video11_4640.jpg,,MH01AX3070,,"[308, 489, 653, 595]",0.0,0.854321,0.95848,0,0,0,
data_prepared/indian_lp\video11_4650.xml,data_prepared/indian_lp\video11_4650.jpg,MH01AX3070,,"[252, 519, 539, 585]",,0.0,0.0,0.0,0,0,0,1.0
data_prepared/indian_lp\video11_4650.xml,data_prepared/indian_lp\video11_4650.jpg,,MH01AX3070,,"[214, 495, 583, 613]",0.0,0.864336,0.960523,0,0,0,
data_prepared/indian_lp\video11_4660.xml,data_prepared/indian_lp\video11_4660.jpg,MH01AX3070,,"[268, 436, 590, 511]",,0.0,0.0,0.0,0,0,0,1.0
data_prepared/indian_lp\video11_4660.xml,data_prepared/indian_lp\video11_4660.jpg,,MH01AX3070,,"[229, 409, 636, 548]",0.0,0.857967,0.958903,0,0,0,
data_prepared/indian_lp\video11_4670.xml,data_prepared/indian_lp\video11_4670.jpg,MH01AX3070,,"[267, 416, 614, 512]",,0.0,0.0,0.0,0,0,0,1.0
data_prepared/indian_lp\video11_4670.xml,data_prepared/indian_lp\video11_4670.jpg,,MH01AX3070,,"[226, 391, 665, 547]",0.0,0.861311,0.959613,0,0,0,
data_prepared/indian_lp\video11_4710.xml,data_prepared/indian_lp\video11_4710.jpg,MH03CP1328,MH03CP1328,"[295, 281, 424, 316]","[283, 275, 436, 320]",0.655773,0.809221,0.962733,1,1,1,0.0
data_prepared/indian_lp\video11_4720.xml,data_prepared/indian_lp\video11_4720.jpg,MH03CP1328,MH03CP1328,"[159, 331, 294, 366]","[146, 324, 311, 371]",0.609284,0.833051,0.961376,1,1,1,0.0
data_prepared/indian_lp\video11_4730.xml,data_prepared/indian_lp\video11_4730.jpg,MH03CP1328,MH03CP1328,"[170, 367, 314, 403]","[154, 357, 329, 414]",0.519699,0.814887,0.969627,1,1,1,0.0
data_prepared/indian_lp\video11_4740.xml,data_prepared/indian_lp\video11_4740.jpg,MH03CP1328,MH03CP1328,"[172, 464, 327, 504]","[157, 454, 342, 512]",0.577819,0.819533,0.961112,1,1,1,0.0
data_prepared/indian_lp\video11_4750.xml,data_prepared/indian_lp\video11_4750.jpg,MH03CP1328,MH03CP1328,"[216, 602, 378, 646]","[199, 591, 396, 655]",0.565355,0.814237,0.963817,1,1,1,0.0
data_prepared/indian_lp\video11_4770.xml,data_prepared/indian_lp\video11_4770.jpg,MH03CP1328,MH03CP1328,"[168, 459, 360, 516]","[146, 447, 381, 526]",0.589496,0.843974,0.968933,1,1,1,0.0
data_prepared/indian_lp\video11_4780.xml,data_prepared/indian_lp\video11_4780.jpg,MH03CP1328,MH03CP1328,"[231, 543, 445, 601]","[210, 527, 463, 615]",0.557492,0.843471,0.968227,1,1,1,0.0
data_prepared/indian_lp\video11_4790.xml,data_prepared/indian_lp\video11_4790.jpg,MH03CP1328,MH03CP1328,"[321, 413, 552, 484]","[295, 397, 580, 511]",0.504801,0.832289,0.966096,1,1,1,0.0
data_prepared/indian_lp\video11_4800.xml,data_prepared/indian_lp\video11_4800.jpg,MH03CP1328,MH03CP1328,"[345, 488, 600, 561]","[321, 471, 631, 580]",0.550903,0.81042,0.963867,1,1,1,0.0
data_prepared/indian_lp\video11_4810.xml,data_prepared/indian_lp\video11_4810.jpg,MH03CP1328,MH03CP1328,"[272, 655, 556, 741]","[242, 631, 586, 761]",0.546154,0.829989,0.969715,1,1,1,0.0
data_prepared/indian_lp\video11_4950.xml,data_prepared/indian_lp\video11_4950.jpg,MH01AM7014,MH01AM7014,"[140, 455, 322, 519]","[115, 440, 342, 537]",0.528998,0.830003,0.953451,1,1,1,0.0
data_prepared/indian_lp\video11_4960.xml,data_prepared/indian_lp\video11_4960.jpg,MH01AM7014,MH01AM7014,"[90, 527, 305, 605]","[65, 509, 327, 626]",0.547074,0.842537,0.949945,1,1,1,0.0
data_prepared/indian_lp\video11_540.xml,data_prepared/indian_lp\video11_540.jpg,MH02DQ0196,MH02DQ0196,"[455, 663, 1063, 843]","[377, 612, 1134, 877]",0.54555,0.854181,0.957425,1,1,1,0.0
data_prepared/indian_lp\video11_550.xml,data_prepared/indian_lp\video11_550.jpg,MH02DQ0196,MH02DQ0196,"[621, 370, 1338, 574]","[557, 325, 1402, 611]",0.605239,0.741973,0.961558,1,1,1,0.0
data_prepared/indian_lp\video11_750.xml,data_prepared/indian_lp\video11_750.jpg,MH01AX3070,MH01AX3070,"[204, 284, 1089, 512]","[97, 248, 1252, 576]",0.532626,0.802442,0.952777,1,1,1,0.0
data_prepared/indian_lp\video11_760.xml,data_prepared/indian_lp\video11_760.jpg,MH01AX3070,MH01AX3070,"[350, 388, 1239, 608]","[250, 346, 1339, 683]",0.532926,0.863158,0.945147,1,1,1,0.0
data_prepared/indian_lp\video11_770.xml,data_prepared/indian_lp\video11_770.jpg,MH01AX3070,MH01AX3070,"[327, 495, 1208, 727]","[214, 450, 1321, 794]",0.536732,0.868085,0.959888,1,1,1,0.0
data_prepared/indian_lp\video11_780.xml,data_prepared/indian_lp\video11_780.jpg,MH01AX3070,MH01AX3070,"[265, 578, 1148, 810]","[160, 552, 1237, 853]",0.631926,0.862232,0.956823,1,1,1,0.0
data_prepared/indian_lp\video11_790.xml,data_prepared/indian_lp\video11_790.jpg,MH01AX3070,MH01AX3070,"[125, 494, 1005, 722]","[9, 469, 1114, 769]",0.605249,0.835087,0.957747,1,1,1,0.0
data_prepared/indian_lp\video11_800.xml,data_prepared/indian_lp\video11_800.jpg,MH01AX3070,MH01AX3070,"[48, 401, 931, 637]","[0, 351, 1093, 729]",0.504383,0.659131,0.942676,1,1,1,0.0
data_prepared/indian_lp\video11_810.xml,data_prepared/indian_lp\video11_810.jpg,MH01AX3070,MH01AX3070,"[453, 378, 1023, 528]","[381, 350, 1101, 572]",0.53491,0.867155,0.954326,1,1,1,0.0
data_prepared/indian_lp\video11_860.xml,data_prepared/indian_lp\video11_860.jpg,MH01AX3070,MH01AX3070,"[623, 628, 1187, 768]","[553, 604, 1257, 795]",0.58722,0.869941,0.961247,1,1,1,0.0
data_prepared/indian_lp\video11_980.xml,data_prepared/indian_lp\video11_980.jpg,MH47Y1124,MH47Y1124,"[239, 583, 613, 689]","[196, 563, 654, 720]",0.551331,0.869652,0.963651,1,1,1,0.0
data_prepared/indian_lp\video11_990.xml,data_prepared/indian_lp\video11_990.jpg,MH47Y1124,MH47Y1124,"[246, 574, 625, 677]","[204, 556, 659, 707]",0.568183,0.875516,0.961977,1,1,1,0.0
data_prepared/indian_lp\video12_100.xml,data_prepared/indian_lp\video12_100.jpg,MH02BG9542,MH02BG9542,"[213, 74, 503, 170]","[196, 60, 522, 180]",0.711656,0.715722,0.964775,1,1,1,0.0
data_prepared/indian_lp\video12_110.xml,data_prepared/indian_lp\video12_110.jpg,MH02BG9542,MH02BG9542,"[121, 99, 427, 209]","[94, 80, 451, 228]",0.637066,0.643396,0.958057,1,1,1,0.0
data_prepared/indian_lp\video12_140.xml,data_prepared/indian_lp\video12_140.jpg,GJ15CD0564,GJ15CD0664,"[112, 555, 644, 697]","[58, 532, 684, 714]",0.663062,0.873344,0.840625,1,0,0,0.1
data_prepared/indian_lp\video12_150.xml,data_prepared/indian_lp\video12_150.jpg,GJ15CD0564,GJ15CD0564,"[16, 652, 653, 837]","[0, 617, 725, 866]",0.65279,0.880981,0.929538,1,1,1,0.0
data_prepared/indian_lp\video12_60.xml,data_prepared/indian_lp\video12_60.jpg,MH02BG9542,MH02BG9542,"[192, 718, 429, 785]","[170, 702, 451, 802]",0.565089,0.814811,0.965203,1,1,1,0.0
data_prepared/indian_lp\video12_70.xml,data_prepared/indian_lp\video12_70.jpg,MH02BG9542,MH02BG9542,"[141, 678, 383, 742]","[117, 657, 404, 762]",0.513954,0.82443,0.963252,1,1,1,0.0
data_prepared/indian_lp\video12_80.xml,data_prepared/indian_lp\video12_80.jpg,MH02BG9542,MH02BG9542,"[49, 624, 306, 699]","[26, 606, 328, 720]",0.559864,0.834741,0.960575,1,1,1,0.0
data_prepared/indian_lp\video12_90.xml,data_prepared/indian_lp\video12_90.jpg,MH02BG9542,MH02BG9542,"[48, 534, 321, 614]","[21, 511, 347, 640]",0.519332,0.827465,0.962544,1,1,1,0.0
data_prepared/indian_lp\video2_0.xml,data_prepared/indian_lp\video2_0.jpg,MH02EK4399,MH02EK4399,"[99, 209, 196, 237]","[91, 204, 204, 243]",0.616292,0.834406,0.965261,1,1,1,0.0
data_prepared/indian_lp\video2_1360.xml,data_prepared/indian_lp\video2_1360.jpg,MH01DP5662,MH01DP5662,"[320, 393, 633, 466]","[286, 369, 671, 484]",0.51607,0.870386,0.957549,1,1,1,0.0
data_prepared/indian_lp\video2_1430.xml,data_prepared/indian_lp\video2_1430.jpg,MH02EN6828,MH02EN8888,"[151, 189, 295, 263]","[136, 174, 307, 278]",0.59919,0.882051,0.73792,1,0,0,0.2
data_prepared/indian_lp\video2_1480.xml,data_prepared/indian_lp\video2_1480.jpg,DL8CN6308,DL8CN6308,"[135, 297, 761, 452]","[54, 258, 846, 496]",0.514759,0.81796,0.961493,1,1,1,0.0
data_prepared/indian_lp\video2_1490.xml,data_prepared/indian_lp\video2_1490.jpg,DL8CN6308,DL8CN6308,"[419, 229, 964, 363]","[355, 200, 1033, 393]",0.558103,0.834541,0.977188,1,1,1,0.0
data_prepared/indian_lp\video2_1510.xml,data_prepared/indian_lp\video2_1510.jpg,DL8CN6308,,"[283, 316, 711, 424]",,0.0,0.0,0.0,0,0,0,1.0
data_prepared/indian_lp\video2_1510.xml,data_prepared/indian_lp\video2_1510.jpg,,DL8CN6308,,"[227, 281, 761, 459]",0.0,0.818505,0.980108,0,0,0,
data_prepared/indian_lp\video2_1590.xml,data_prepared/indian_lp\video2_1590.jpg,DL8CN6308,,"[276, 285, 609, 364]",,0.0,0.0,0.0,0,0,0,1.0
data_prepared/indian_lp\video2_1590.xml,data_prepared/indian_lp\video2_1590.jpg,,DL8CN6308,,"[234, 256, 650, 388]",0.0,0.85005,0.977484,0,0,0,
data_prepared/indian_lp\video2_1750.xml,data_prepared/indian_lp\video2_1750.jpg,DL8CN6308,DL8CN6308,"[346, 501, 784, 625]","[292, 478, 837, 647]",0.589675,0.86084,0.972234,1,1,1,0.0
data_prepared/indian_lp\video2_180.xml,data_prepared/indian_lp\video2_180.jpg,MH02EK4399,,"[331, 516, 568, 611]",,0.0,0.0,0.0,0,0,0,1.0
